e1,,exp2,,exp3,,exp4,,exp5-dilfac-2,,exp6,,exp7,,exp8,,exp9,,exp10 dil,,exp11-dil,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
913,0.336467510710192,913,0.734143759316942,913,0.479870160004484,913,0.438562273414114,913,0.903147535312216,913,0.628302712448502,913,0.722451021808589,913,0.347018059092654,913,0.503717226186006,913,0.584900442423292,913,0.369735002625087
912,0.334107762546972,912,0.738336710286835,912,0.482745100527549,912,0.440397581565279,912,0.918392300680438,912,0.633875972133435,912,0.735629995036509,912,0.34289682880225,912,0.505144676905951,912,0.595880453055728,912,0.37689703434654
911,0.332292155712819,911,0.742297698786181,911,0.486269225363203,911,0.441823575567498,911,0.934347863083275,911,0.636583654058469,911,0.749139170841076,911,0.3380546702051,911,0.508452631575204,911,0.607067082386206,911,0.383802235003792
910,0.32919621968071,910,0.747441997734409,910,0.489706970422729,910,0.443965916111139,910,0.94902734749362,910,0.643461006670683,910,0.763916022730247,910,0.334014387277025,910,0.510321392311761,910,0.619265943569708,910,0.391046401516364
909,0.326586953877647,909,0.751485035813155,909,0.494449266965592,909,0.445416255386766,909,0.96066121718035,909,0.647959371676032,909,0.779251761781124,909,0.330246845338962,909,0.512470375626582,909,0.631154563228959,909,0.398962146679496
908,0.324108019813132,908,0.756489168562975,908,0.497694446139053,908,0.44870530168171,908,0.977848238222089,908,0.65246469756476,908,0.793558809608119,908,0.326375986033202,908,0.515916967734115,908,0.643519071304094,908,0.406608300171611
907,0.321957599152291,907,0.760713870778009,907,0.500906017145215,907,0.449505954445209,907,0.992473876631338,907,0.656809833970695,907,0.808152733983031,907,0.321489681610469,907,0.517738971629993,907,0.656216676633401,907,0.414257450979593
906,0.318918890383539,906,0.764699981877562,906,0.50507365248392,906,0.451164478093758,906,1.01073774534621,906,0.662379648371559,906,0.825731550659944,906,0.31669880113645,906,0.521208287464568,906,0.669225663140264,906,0.422825703367103
905,0.316473697440878,905,0.769152917255308,905,0.508365416867562,905,0.453397297874373,905,1.02198429351704,905,0.666263847467043,905,0.838923057130041,905,0.313179796944666,905,0.522698383424294,905,0.678540303843827,905,0.429777576507365
904,0.314660681571693,904,0.771467010834273,904,0.510568753465777,904,0.454557745587299,904,1.03438984388456,904,0.670320087432399,904,0.848791580170386,904,0.309552388609461,904,0.525035240335472,904,0.689396560125732,904,0.434859978476735
903,0.311787602137532,903,0.776987308722578,903,0.514632881703308,903,0.456315429526951,903,1.04742863962133,903,0.674961936604021,903,0.86485767401626,903,0.304929752218551,903,0.525672420374186,903,0.701827253454144,903,0.444341045098383
902,0.309636503839449,902,0.780652097079025,902,0.518836179209058,902,0.459412298224891,902,1.06489070878353,902,0.680812446148321,902,0.88312889525144,902,0.301349442425466,902,0.53062399742192,902,0.715823874474769,902,0.452889028508373
901,0.306325544285115,901,0.784874681821909,901,0.521799718693984,901,0.461860113957025,901,1.0830116218025,901,0.684443397038253,901,0.901304269808044,901,0.296936379695907,901,0.532064002525253,901,0.729535040716066,901,0.462236358462008
900,0.303413841744192,900,0.789616436269962,900,0.52748392543913,900,0.463333459640894,900,1.09748823081201,900,0.691804437575542,900,0.916817966368681,900,0.293077718049385,900,0.535461130107301,900,0.743342524006605,900,0.469844609839019
899,0.300326364091649,899,0.79383214607215,899,0.532221080268865,899,0.465378461210381,899,1.11034209069325,899,0.696740477140806,899,0.934641022198785,899,0.288788820452053,899,0.537978193486921,899,0.757843901041628,899,0.478630229453301
898,0.29702429319554,898,0.798411596733402,898,0.535824123809744,898,0.46766540089983,898,1.12693895404367,898,0.702193701970787,898,0.950804296923903,898,0.285385881957156,898,0.540949621085492,898,0.771701842801731,898,0.488837121116922
897,0.294565285715301,897,0.802876474000205,897,0.540580657098018,897,0.47006639972916,897,1.14395798363736,897,0.706188453026707,897,0.970553413949788,897,0.280610778945816,897,0.543917381793632,897,0.785660459282798,897,0.497950033626244
896,0.291394866111223,896,0.806405261039957,896,0.54426784584961,896,0.472350304264878,896,1.1566700509062,896,0.711347955586842,896,0.984676152261966,896,0.276843527171927,896,0.545140522385769,896,0.798698793620777,896,0.506295357242463
895,0.288256924644928,895,0.810831717877983,895,0.547688171134175,895,0.473531317904681,895,1.1684373122636,895,0.714370362231305,895,0.999721614466805,895,0.275032133687122,895,0.547651354911812,895,0.810091322508918,895,0.513352918820165
894,0.285663388422932,894,0.814445048040898,894,0.552062482156677,894,0.476779215773221,894,1.18656845269906,894,0.720277341664442,894,1.01656733651708,894,0.270818200081951,894,0.550550504308653,894,0.82423945653389,894,0.523448549817853
893,0.282918020415499,893,0.819150681868797,893,0.5551969836121,893,0.478667909372521,893,1.20133392670934,893,0.725668915635025,893,1.03672104468875,893,0.266543993259577,893,0.553180187709664,893,0.841236748700302,893,0.532556316517821
892,0.279322123318532,892,0.822488958161139,892,0.560103583993423,892,0.482070792453097,892,1.21734887605815,892,0.73186696735769,892,1.05504502111802,892,0.262794980375596,892,0.555170864725527,892,0.85465729428657,892,0.542167622428834
891,0.276637471849652,891,0.828966889250437,891,0.565350995036724,891,0.484046244501801,891,1.22876154090365,891,0.736252521210133,891,1.07458030820381,891,0.258669257213725,891,0.557454570767231,891,0.869190460751681,891,0.553120931467199
890,0.272435055726537,890,0.829567036866433,890,0.57036606136196,890,0.486435215430032,890,1.2474118406329,890,0.742174979007066,890,1.09376283957425,890,0.255290656723617,890,0.560562588874204,890,0.886995745890105,890,0.561052697977963
889,0.270016314083909,889,0.834554622151327,889,0.575107119272673,889,0.488147281123673,889,1.26867789286003,889,0.745411441428125,889,1.11260194751877,889,0.252018229587735,889,0.563666801524121,889,0.901851506050365,889,0.571743219831556
888,0.266354524442745,888,0.839915438783878,888,0.579312316207068,888,0.490112982326218,888,1.28206129195327,888,0.751044979076507,888,1.12810065354147,888,0.248632728546491,888,0.567003585680683,888,0.916281921020541,888,0.581338489073219
887,0.263568337927134,887,0.842488732298126,887,0.58488630904005,887,0.493700518240044,887,1.29514468426523,887,0.756999901801354,887,1.14678155893462,887,0.245087629467682,887,0.569449703483968,887,0.932543572577424,887,0.592359141236709
886,0.259298092093409,886,0.847321977236074,886,0.589892258243377,886,0.49544468308445,886,1.30900695257631,886,0.762121457492427,886,1.16719029108572,886,0.241004098353018,886,0.571798553558639,886,0.946485587227544,886,0.601709688404385
885,0.256728538644819,885,0.852068455792101,885,0.594676953986288,885,0.498813896443806,885,1.32513362835791,885,0.767339391716267,885,1.18700129375942,885,0.237632137159252,885,0.574461877423315,885,0.964664466179641,885,0.612648177198575
884,0.253162589391306,884,0.854139409877318,884,0.600744286987722,884,0.501025345546162,884,1.33742717196485,884,0.772971405288168,884,1.20640381293062,884,0.233938224437295,884,0.57792445202323,884,0.981868447832276,884,0.623793507079024
883,0.249630786735959,883,0.858573948139464,883,0.604697584770201,883,0.503349855650732,883,1.35026061980636,883,0.77792954189405,883,1.22479622989879,883,0.231125364192059,883,0.580213508641861,883,0.995426040074428,883,0.633181915447461
882,0.246974119336467,882,0.861892045624226,882,0.60945984775941,882,0.505588811802454,882,1.36370988955691,882,0.782675423355594,882,1.24362650114078,882,0.228390998644814,882,0.582548994682188,882,1.00972139112109,882,0.641601411501275
881,0.2449516527205,881,0.863990384372125,881,0.613890279293861,881,0.507576815111423,881,1.3737916752958,881,0.787214762983262,881,1.25967661424392,881,0.224933969008169,881,0.585083023379154,881,1.02415148685449,881,0.650626528536938
880,0.241152104956251,880,0.867497361423349,880,0.618449886810235,880,0.510824815813482,880,1.39258224810697,880,0.791995505609378,880,1.27763136330785,880,0.222498394949511,880,0.587947444385899,880,1.04124914853608,880,0.661499317020929
879,0.236776253687493,879,0.870715526982874,879,0.624509398711464,879,0.512602151962054,879,1.40179605651208,879,0.798115442046843,879,1.30157451818265,879,0.219045204124118,879,0.591504364277751,879,1.05871566308069,879,0.672375757629679
878,0.233809285762996,878,0.877061161176675,878,0.630567130141586,878,0.516918796186688,878,1.42933443061957,878,0.804317120327306,878,1.31923906074624,878,0.216069442595942,878,0.592362381461609,878,1.07611789658149,878,0.683698541946267
877,0.230094710256116,877,0.879527616807248,877,0.637334802060752,877,0.519093272262863,877,1.4321687900841,877,0.808292636270796,877,1.33425007764096,877,0.21290670432946,877,0.595032936491377,877,1.08916151063309,877,0.695056639178156
876,0.228522369057232,876,0.884610802888449,876,0.641949334185792,876,0.521947874638066,876,1.44790892666578,876,0.812461086079235,876,1.36250426092855,876,0.21042025671147,876,0.597359160770205,876,1.10949663637929,876,0.705665135689877
875,0.224840299054576,875,0.885308606363997,875,0.646450824736896,875,0.524652947356873,875,1.45308382602524,875,0.81878828169527,875,1.38439302325489,875,0.207826597424155,875,0.602028256290309,875,1.12761688192158,875,0.716016561211358
874,0.222055437848258,874,0.888300341188531,874,0.654450928165915,874,0.526892632745116,874,1.46449547257839,874,0.82471841448252,874,1.4084587879258,874,0.20387167261247,874,0.603694266704943,874,1.1439582090107,874,0.727897313265202
873,0.219145864382588,873,0.894001665103589,873,0.661212468887835,873,0.531438679168599,873,1.48467307310894,873,0.826186785598667,873,1.43535087460041,873,0.201168431795033,873,0.606223869788583,873,1.15963908477651,873,0.739098006678481
872,0.216325125904174,872,0.897109756536463,872,0.6671042241837,872,0.534624823277098,872,1.49249762580849,872,0.833419631877248,872,1.43446970739016,872,0.199507291083511,872,0.609328792747295,872,1.17899606450153,872,0.749901320387284
871,0.213852165198344,871,0.898017651199383,871,0.671315827723035,871,0.536165312262788,871,1.50779567141578,871,0.839592056505612,871,1.45427131219917,871,0.19577851210214,871,0.611222634761626,871,1.19896511623026,871,0.759196665125683
870,0.210711698339953,870,0.904966782690087,870,0.67805649193483,870,0.539061890217194,870,1.52841550331608,870,0.843890134764137,870,1.47952458678337,870,0.194916475999814,870,0.614600116217172,870,1.21324186075139,870,0.771946677470458
869,0.207599706425119,869,0.903621388496163,869,0.684105657393932,869,0.542337737828357,869,1.53881851629683,869,0.850460131071442,869,1.51023628968038,869,0.191146656281137,869,0.618475183085727,869,1.23803144674084,869,0.78446376899629
868,0.205045075589665,868,0.905375794977631,868,0.688094704654406,868,0.546049995497368,868,1.53498843815872,868,0.85366621776841,868,1.52864519088025,868,0.189229760994789,868,0.618546214086798,868,1.24838407644729,868,0.793572126347053
867,0.201825557831794,867,0.906808460105388,867,0.69794641194122,867,0.549041114397054,867,1.54259372442373,867,0.859141832361467,867,1.54574444518454,867,0.187273038428097,867,0.622033913329034,867,1.2675613502359,867,0.806004440470764
866,0.199026288703107,866,0.909401297417582,866,0.704767011253017,866,0.552253552275874,866,1.55424379095666,866,0.864300215976556,866,1.55406699560091,866,0.184102802716711,866,0.626177675290035,866,1.28204509253893,866,0.815389415032934
865,0.195933460540884,865,0.90968547151134,865,0.708860054474429,865,0.553996396095008,865,1.58191173643827,865,0.868272050279068,865,1.56897593096259,865,0.183146542376169,865,0.627841616960104,865,1.30737074347218,865,0.827897504321236
864,0.194105481869846,864,0.915587429787856,864,0.718292055749262,864,0.55954144696199,864,1.59122300383578,864,0.87346747373351,864,1.59717796299508,864,0.180184094382722,864,0.629371513712084,864,1.32204479042034,864,0.84145699151617
863,0.190504235237224,863,0.919705235203886,863,0.721505545845023,863,0.560695960528673,863,1.57938360968386,863,0.879440534192593,863,1.61334733737461,863,0.178226058288616,863,0.631101228015933,863,1.3351253885481,863,0.851032835657253
862,0.188604394093666,862,0.919851517579949,862,0.729883111753004,862,0.566020473050499,862,1.60222578376782,862,0.880903099650693,862,1.63135977943302,862,0.176695650828523,862,0.634346394571544,862,1.35673412005761,862,0.862616934893627
861,0.185572940108486,861,0.921069363590019,861,0.738831028700717,861,0.56964555311413,861,1.60326428278512,861,0.885706100046044,861,1.6695374859262,861,0.173564825634681,861,0.635097422547245,861,1.37099093032568,861,0.873743397664902
860,0.183444920532312,860,0.924785649234907,860,0.744916666165707,860,0.570572917903275,860,1.61139790717739,860,0.893732634007624,860,1.6815301302457,860,0.17242107625268,860,0.637648527150575,860,1.39528344228248,860,0.882873580456774
859,0.180672288074518,859,0.925393527395286,859,0.754664785272514,859,0.575805951738322,859,1.62165069877742,859,0.894569518841434,859,1.69245246073479,859,0.169533560567162,859,0.640598065551275,859,1.403489725742,859,0.897598406701956
858,0.178400279796176,858,0.925668295213054,858,0.757782023385159,858,0.58051323830982,858,1.63224896480599,858,0.898451489045984,858,1.71650641805862,858,0.168954847689079,858,0.643257001944816,858,1.43744087290792,858,0.908512195789227
857,0.175664841821734,857,0.929361967376247,857,0.770362366698592,857,0.582104684836694,857,1.64343390632904,857,0.903785633854702,857,1.73404367596208,857,0.165763475486964,857,0.647115400962828,857,1.4444884338615,857,0.916822080850739
856,0.171966333971389,856,0.927201869791133,856,0.774054403394954,856,0.585992940292461,856,1.65058187726863,856,0.910339625785662,856,1.75864655234259,856,0.166124969847188,856,0.646580354658503,856,1.46548462564408,856,0.928522921247679
855,0.170682682307588,855,0.930841605164061,855,0.78329405922974,855,0.590745731332919,855,1.66313188155356,855,0.912372357767109,855,1.76651126636055,855,0.162527898953734,855,0.652467139587077,855,1.48536504982906,855,0.938430557299504
854,0.167491767942994,854,0.933232885057598,854,0.792114138253384,854,0.595214630053187,854,1.64443151116927,854,0.919770892088379,854,1.77318362583662,854,0.161255517679251,854,0.654460974759129,854,1.49180529517639,854,0.951550208178069
853,0.16478315285612,853,0.928959413067886,853,0.798134509919493,853,0.597229914414528,853,1.65488176037514,853,0.921679461575336,853,1.77975627250274,853,0.161112158571541,853,0.657705299434124,853,1.51698824659922,853,0.96220423046754
852,0.162255356301756,852,0.937407330489333,852,0.806433191851013,852,0.602358377822219,852,1.66099692338174,852,0.928453622708084,852,1.84433519727014,852,0.158367056333168,852,0.656970073159157,852,1.53082311415654,852,0.973914750094894
851,0.160174045842443,851,0.935141282533783,851,0.814276902743201,851,0.604632636740064,851,1.68309432347551,851,0.930468389978152,851,1.82946773031085,851,0.1569887594843,851,0.659217201135052,851,1.55826615172331,851,0.981421751733679
850,0.158894760286942,850,0.936057649709618,850,0.822534371141708,850,0.611430592237862,850,1.67050483072893,850,0.93655814746812,850,1.84329965790732,850,0.154771521691616,850,0.660174521966219,850,1.55662298373064,850,0.99940272976834
849,0.156693230435199,849,0.934249927762995,849,0.83400706854287,849,0.612695632711226,849,1.67154207067941,849,0.935530586731421,849,1.89731705531925,849,0.154907477430039,849,0.663004610591504,849,1.56637571741988,849,1.00379852933091
848,0.154848423707156,848,0.938724856492267,848,0.841036902267173,848,0.616987790102231,848,1.68359925099015,848,0.941087304842252,848,1.88766529104241,848,0.151883930909085,848,0.665277364428878,848,1.61226907080635,848,1.01486987335887
847,0.15255550501765,847,0.940300865638983,847,0.847091277205348,847,0.621626266171106,847,1.69631440275158,847,0.947965386326028,847,1.90635368487515,847,0.1519545933678,847,0.663435914338124,847,1.63277426607663,847,1.03061416340535
846,0.150955406542278,846,0.934582235378448,846,0.857959814241904,846,0.626819400865637,846,1.68811332383009,846,0.950513191290718,846,1.88024662946077,846,0.150957495336811,846,0.66598355303831,846,1.63450445435219,846,1.03760775209797
845,0.147756563529284,845,0.937328729117788,845,0.86493201791418,845,0.627896833565861,845,1.68431783620218,845,0.956025410237326,845,1.92929568311978,845,0.150336173993064,845,0.669244487817827,845,1.64892481718116,845,1.04667210252474
844,0.146406041572617,844,0.939936680611445,844,0.875819309182268,844,0.634884772528708,844,1.68848938899539,844,0.95637961087537,844,1.9297013359539,844,0.1504045355022,844,0.674085086702131,844,1.68411758657384,844,1.05917555608384
843,0.143347813166156,843,0.935848941795837,843,0.887687701120378,843,0.637042570403132,843,1.69895521075709,843,0.959092744381608,843,1.92381257185683,843,0.148928156337326,843,0.675254123557771,843,1.66330010416108,843,1.06992535568753
842,0.141738670674119,842,0.933844430828967,842,0.895252606200211,842,0.644856819272996,842,1.69392341300836,842,0.96411092413911,842,1.92235777916426,842,0.147430025297865,842,0.676322799396642,842,1.68775618789729,842,1.07835767582207
841,0.140500708362765,841,0.931907491982071,841,0.902851176946794,841,0.649282288010131,841,1.69274242526057,841,0.968275864562966,841,1.99915383758491,841,0.146145602251607,841,0.677580118083914,841,1.72375414724983,841,1.08798839230398
840,0.139030107335518,840,0.933752331526397,840,0.910212484230495,840,0.649565692807623,840,1.67615041653052,840,0.964985276367544,840,1.94694616932925,840,0.144551138259081,840,0.678507211847525,840,1.72155894524446,840,1.09941608472633
839,0.136462363572001,839,0.931658274508704,839,0.92229848061985,839,0.655539530459235,839,1.67875128600931,839,0.96971193863359,839,1.98812835890049,839,0.14495484399749,839,0.681923682173665,839,1.7648359948295,839,1.10625237554747
838,0.134947529411944,838,0.932207118310128,838,0.930667024873907,838,0.661497387648212,838,1.67448041804986,838,0.973771863799621,838,1.98606917482002,838,0.144883721206375,838,0.681708969035923,838,1.75202203280104,838,1.11624210346228
837,0.13179916406935,837,0.930997318916253,837,0.944380789164579,837,0.668057622676527,837,1.68344787890111,837,0.975528511779423,837,1.99587559575427,837,0.143311445501118,837,0.682332188291511,837,1.76368814131548,837,1.12548162842788
836,0.129989700397829,836,0.929673133974547,836,0.950916499341808,836,0.671788992874446,836,1.66140511427522,836,0.976370281454482,836,2.01229343697817,836,0.141949564671877,836,0.685129694799322,836,1.78549184019875,836,1.13132443559681
835,0.128712450240973,835,0.927303729773334,835,0.96173395080381,835,0.675890662600523,835,1.66683067393125,835,0.978880889624991,835,2.03056849939288,835,0.141789796873957,835,0.685927561945734,835,1.80125836230345,835,1.14306772572322
834,0.127357861343588,834,0.925349003029132,834,0.969779692890888,834,0.68041048196029,834,1.65865527917947,834,0.978633462593969,834,2.04901601026335,834,0.14051881028486,834,0.687622328736194,834,1.80132859866867,834,1.14753296924609
833,0.124675435341714,833,0.922338336791792,833,0.977505436530224,833,0.685920842361545,833,1.65692925883203,833,0.98037890389726,833,2.04016837376212,833,0.14003128787468,833,0.687839103058875,833,1.82045330160365,833,1.15909191857351
832,0.123607066219525,832,0.920862097854856,832,0.989285135442093,832,0.691854092038255,832,1.65329995000769,832,0.984735097938057,832,2.02449814224556,832,0.138949396733021,832,0.687754366889972,832,1.82814370247979,832,1.16413942536229
831,0.121851358831341,831,0.919416016606982,831,0.99857636851298,831,0.69403512222761,831,1.63783833270038,831,0.985091316278442,831,2.02938898484074,831,0.138857296597224,831,0.690009268174865,831,1.85637114358858,831,1.17200840371353
830,0.120231828630063,830,0.916161351258315,830,1.01231613062849,830,0.701182792617165,830,1.64584129555915,830,0.987767305989574,830,2.0366610029155,830,0.138623712184052,830,0.689932061940203,830,1.86816186990897,830,1.18345184156377
829,0.118950267917969,829,0.913747010250362,829,1.0228874662301,829,0.707285003785779,829,1.62997296830343,829,0.987901781588823,829,2.05839299295259,829,0.137759303494606,829,0.6910334533349,829,1.88074956320474,829,1.1900698354014
828,0.117744474703261,828,0.912239940415992,828,1.03206973103574,828,0.71252816175242,828,1.61922337272453,828,0.988150831853568,828,2.0609223009768,828,0.136741068032884,828,0.69122530031761,828,1.89660329996226,828,1.19354086036011
827,0.116024468143853,827,0.907795439919638,827,1.04380871985991,827,0.715702593304503,827,1.62738684155994,827,0.988911835738386,827,2.06788776176719,827,0.136254152195076,827,0.692007292732319,827,1.90631743347479,827,1.1989822043609
826,0.115094716338747,826,0.90478777083834,826,1.05446074816758,826,0.723186593628765,826,1.61013883114793,826,0.990522186971816,826,2.05332879734965,826,0.13570465751753,826,0.693219903348942,826,1.90796398774256,826,1.20754958234197
825,0.113002753990817,825,0.900600949324924,825,1.06583174322027,825,0.728173501995577,825,1.59967896388356,825,0.988799277695843,825,2.07123273323714,825,0.134792505407607,825,0.692971608269682,825,1.91510047290708,825,1.2169036515595
824,0.111821844518902,824,0.896615381799816,824,1.0749616765377,824,0.73376768260822,824,1.58768164448701,824,0.991797063045504,824,2.06683767402905,824,0.134807405083503,824,0.693544580190166,824,1.93615982750953,824,1.22229595387984
823,0.110867755047446,823,0.894782890470197,823,1.08278107197268,823,0.73787377730016,823,1.58150164133305,823,0.990640987629256,823,2.06674663368225,823,0.134299797784481,823,0.693134206670379,823,1.94290174924012,823,1.22607554259538
822,0.109520078191388,822,0.889782959469845,822,1.08994950652623,822,0.742451996705441,822,1.57150762343498,822,0.988684384416238,822,2.05914739407168,822,0.134087650172998,822,0.693450416806178,822,1.95696797982338,822,1.23082624380133
821,0.108126861099715,821,0.886844211163458,821,1.10299332517891,821,0.749957354755821,821,1.55739903184914,821,0.990383163082861,821,2.05504261531787,821,0.133182120597922,821,0.692239011157623,821,1.96383697787332,821,1.2338687549127
820,0.107085701646457,820,0.880994855178295,820,1.11476513191658,820,0.754813016802196,820,1.54877053867306,820,0.989161876348138,820,2.0466368590463,820,0.133470483685802,820,0.692762050198154,820,1.9701575827442,820,1.24000745621389
819,0.105385735101092,819,0.874612173499792,819,1.12670418815477,819,0.761814668841211,819,1.53053913656827,819,0.989661915912589,819,2.09320478579795,819,0.133198020444022,819,0.694760343129535,819,1.9916793027965,819,1.24726489339903
818,0.104184625239519,818,0.86933456909473,818,1.13750637706388,818,0.766618599726389,818,1.52910279715877,818,0.98564794908787,818,2.04868374148803,818,0.131981325572914,818,0.69014120977211,818,1.97616385926161,818,1.25488314440639
817,0.102815051086341,817,0.865821480138794,817,1.14751324559709,817,0.771884900907314,817,1.50474231039983,817,0.987813678691825,817,2.03328813904313,817,0.132025737708039,817,0.69277592614633,817,2.01309088054335,817,1.24828350803537
816,0.100816991652998,816,0.861130148353786,816,1.1605227020833,816,0.777549107380294,816,1.50434716856077,816,0.986423862991912,816,2.0364019528454,816,0.130925437927782,816,0.6897970790907,816,1.96067912068363,816,1.25629529502873
815,0.100128168926683,815,0.858654374692367,815,1.17378148518378,815,0.786685430624461,815,1.47382920290906,815,0.985435561058957,815,2.03374681763226,815,0.130607356732962,815,0.688940978894443,815,2.02080133011562,815,1.25592881854146
814,0.0990903773211459,814,0.851866784345545,814,1.18187200131304,814,0.794362648736496,814,1.46367615058498,814,0.979760905392306,814,1.99857381258396,814,0.130841566130273,814,0.688645317290006,814,1.99172366649339,814,1.25605681674304
813,0.0992065879664864,813,0.846351206362246,813,1.19221501131005,813,0.797255209965903,813,1.4442741330117,813,0.981146939871247,813,2.00591783863265,813,0.128689472395092,813,0.687118663622156,813,1.98643231502691,813,1.26505334303909
812,0.0976441055216743,812,0.839914677812357,812,1.19804754054477,812,0.803853044118336,812,1.43645794759871,812,0.979616422596927,812,2.02338367783397,812,0.130308657243127,812,0.688171174599302,812,1.99690832402013,812,1.26980375749027
811,0.0965196598284399,811,0.835320020226334,811,1.21677530619094,811,0.810052248513587,811,1.42623913497311,811,0.976234182367198,811,1.99504709085032,811,0.129474819915556,811,0.686814548473151,811,2.00060733879226,811,1.27229224153877
810,0.095129890065895,810,0.828132604171868,810,1.22441198175542,810,0.817108245801479,810,1.40903022661561,810,0.970544857177013,810,2.01252887780387,810,0.128818721182737,810,0.686257860293852,810,2.02344711132964,810,1.27050362591383
809,0.094325105310614,809,0.821467733105345,809,1.24005469348376,809,0.825756549754967,809,1.39207891871176,809,0.968663804548557,809,2.00461323864963,809,0.128482726471333,809,0.681647868446875,809,2.03002347992219,809,1.2691318031107
808,0.0935599206283808,808,0.816336518373599,808,1.2429882469388,808,0.829900008965545,808,1.37433537292188,808,0.966160339486285,808,1.97358518469397,808,0.127382330760939,808,0.682583477771693,808,2.02681707962818,808,1.28044593885678
807,0.0926318763269511,807,0.808414973267164,807,1.25035848219122,807,0.838350078622627,807,1.35906762268405,807,0.960738954625284,807,1.94807254375782,807,0.127001770454114,807,0.680972789678639,807,2.01659123791577,807,1.27420985469906
806,0.0917636521921146,806,0.800356987599074,806,1.26184871213746,806,0.845146041723687,806,1.34438704361849,806,0.960946697145327,806,1.95291911528951,806,0.12744283340915,806,0.677583598768948,806,2.00499783271936,806,1.27544097797071
805,0.0916436617550171,805,0.795798857856407,805,1.27291338959986,805,0.850879477442191,805,1.32704848413123,805,0.956791628560973,805,1.93961399265257,805,0.126463678257755,805,0.676483214145546,805,2.02642192035504,805,1.27133977383824
804,0.0901554760545007,804,0.791832022875747,804,1.2832975736202,804,0.857945675857103,804,1.31828279210303,804,0.950568486059333,804,1.93533700625727,804,0.125263226242146,804,0.675327201022028,804,2.0330924589759,804,1.27541416401555
803,0.0904280439118785,803,0.783521223434529,803,1.28730403874837,803,0.864324316943818,803,1.30548763676313,803,0.947958239131738,803,1.92065180429254,803,0.125293830134474,803,0.672801027717698,803,2.02630020685465,803,1.27037787207971
802,0.0892089209533068,802,0.774708135873922,802,1.30571944717888,802,0.872523577129927,802,1.27823855406256,802,0.94543540887116,802,1.89856517818695,802,0.124654325707013,802,0.671643185075325,802,1.98619226441431,802,1.26819163416644
801,0.0871634985682802,801,0.767851829260132,801,1.30943320046477,801,0.878876832031672,801,1.26153625240248,801,0.936296327853251,801,1.89042755865692,801,0.125359155588472,801,0.665998608678323,801,2.02139836603939,801,1.27181030117473
800,0.0874176687613016,800,0.758563254801863,800,1.32685335588629,800,0.88424321023068,800,1.2437526538014,800,0.935838864928673,800,1.87446124454495,800,0.124376788066219,800,0.665738687259819,800,2.02059499356531,800,1.27108482812477
799,0.0872670033012807,799,0.754292240816486,799,1.32798137109377,799,0.896765262783803,799,1.23218446487917,799,0.927544462753497,799,1.86095694975038,799,0.124162230893968,799,0.659932908748377,799,1.98781452817014,799,1.26904413938527
798,0.0850597113468264,798,0.744408801708988,798,1.33731276171468,798,0.900394939489827,798,1.21512502053963,798,0.922210690889611,798,1.84022818223826,798,0.123218453358534,798,0.659758564496774,798,2.00973683611953,798,1.26433659259653
797,0.0853069190808723,797,0.735971641528201,797,1.3439302690855,797,0.907886828050855,797,1.19974284638866,797,0.91573377063174,797,1.84627299198094,797,0.122038959775355,797,0.655266919145733,797,1.97621554942607,797,1.26234691945328
796,0.0838575854788068,796,0.729704491666649,796,1.34911917587449,796,0.911789473860435,796,1.17613948405632,796,0.909310089003552,796,1.81008900304527,796,0.123548402913699,796,0.653431065744678,796,2.02495829273408,796,1.25682720661548
795,0.0834412400464524,795,0.720879523719184,795,1.36431675007759,795,0.920805793904278,795,1.16443227990308,795,0.905004039531205,795,1.81031672480014,795,0.122658244241961,795,0.650384410163296,795,1.98406290638004,795,1.2499601263494
794,0.0834374757395912,794,0.709583256893912,794,1.37402232484979,794,0.931547649205672,794,1.14154491216548,794,0.897733285926315,794,1.76440118538064,794,0.122611381048587,794,0.64818122848651,794,1.98012896075314,794,1.24467298339667
793,0.0812098450417529,793,0.70528711277669,793,1.37579775594409,793,0.935331890087527,793,1.12578532483146,793,0.89322796622295,793,1.76193728722533,793,0.121919253269143,793,0.643053661970721,793,1.98393188253303,793,1.2379098547798
792,0.0818264963932567,792,0.696022936148109,792,1.38133117835136,792,0.943959412728722,792,1.10400356745286,792,0.886681512360732,792,1.71985039105555,792,0.121285584943586,792,0.641424947161276,792,1.97559391424512,792,1.2403455970888
791,0.0812653062617339,791,0.687216124982929,791,1.39525642860931,791,0.950251596678057,791,1.08903101197017,791,0.875624479990974,791,1.71349490635761,791,0.120804777344706,791,0.636978800678019,791,1.96350919767015,791,1.23546109748759
790,0.0800832415805479,790,0.681750049633349,790,1.39904756924287,790,0.958456057702888,790,1.06697554450043,790,0.873063675463543,790,1.69944884476336,790,0.121297735171611,790,0.634195820668911,790,1.92659904669948,790,1.23144663911391
789,0.079235092199663,789,0.672052257666538,789,1.40929416067941,789,0.968108752757572,789,1.05256330900838,789,0.865119356485328,789,1.6727037248359,789,0.120463035381085,789,0.629980766599933,789,1.96100181319468,789,1.22068988741774
