Wavelength (nm),Abs
531,0.131161149451759
530,0.132911420080785
529,0.134691504732368
528,0.136450667639027
527,0.138413358599349
526,0.140364038164474
525,0.142070147169105
524,0.144125765879399
523,0.146091424107888
522,0.147916867995186
521,0.149905356246812
520,0.151665882640323
519,0.15335224318305
518,0.154884180387446
517,0.156438648355867
516,0.157804252540323
515,0.159285169394244
514,0.160292944897508
513,0.161470213358948
512,0.162202778714353
511,0.163182978908075
510,0.163304740634173
509,0.164117761971641
508,0.164048114032613
507,0.164342532065256
506,0.163899564049122
505,0.163668117666567
504,0.162980131087366
503,0.162404247836026
502,0.161690011010083
501,0.160678917236873
500,0.159560264547065
499,0.158613186169868
498,0.157316803334506
497,0.156115791057296
496,0.155023611489381
495,0.15348296353412
494,0.152132659390525
493,0.150969222089126
492,0.149867813897704
491,0.148806420615628
490,0.147527197486508
489,0.146555074115716
488,0.145717326435143
487,0.145061405422164
486,0.143934148813821
485,0.143302228042056
484,0.142937971024794
483,0.142218740508683
482,0.141686151498203
481,0.141112334285447
480,0.140941307312429
479,0.140419938624449
478,0.14009011192789
477,0.139870295097656
476,0.139763071151796
475,0.139636236761696
474,0.139493485262305
473,0.139252352891408
472,0.139365266669278
471,0.139386104521224
470,0.139382322234103
469,0.139473284664055
468,0.139621884526951
467,0.139587326862909
466,0.139793999793165
465,0.139899909573352
464,0.140022211239469
463,0.140209857428984
462,0.140425911779822
461,0.140665728494624
460,0.140795083419459
459,0.141038220297457
458,0.141137949358507
457,0.141500555708542
456,0.141772215957841
455,0.141973254928251
454,0.14241506364347
453,0.142604825219598
452,0.142949591147624
451,0.143185442496229
450,0.143456250093104
449,0.143729353058256
448,0.143968765628694
447,0.144362906690529
446,0.14464373162471
445,0.144969843430951
444,0.145230374052384
443,0.145654042783985
442,0.14589285286591
441,0.146211639870965
440,0.146577239322245
439,0.146949319281458
438,0.147113757350859
437,0.147557011495091
436,0.147899000904492
435,0.148136973700609
434,0.148291227000976
433,0.148708451425732
432,0.149040148322226
431,0.149484826153385
430,0.149724510193077
429,0.150090483458203
428,0.150395422452445
427,0.15060715810203
426,0.150962515813883
425,0.151403041210022
424,0.151725459636957
423,0.151958633668735
422,0.152371199292279
421,0.152692792264966
420,0.152993747342051
419,0.153374905437184
418,0.153635809189069
417,0.154073667164853
416,0.154483888405534
415,0.154861698077344
414,0.155149692781826
413,0.155581821012936
412,0.156102737876802
411,0.156422468246125
410,0.156678080518884
409,0.156986752953033
408,0.157347743313527
407,0.157633484462383
406,0.158169723765859
405,0.158586743176557
404,0.158856507426637
403,0.159080474488086
402,0.1595280452667
401,0.159955762150196
400,0.160554217855481
399,0.160731048293533
398,0.161087476015814
397,0.161620300615242
396,0.161903531146434
395,0.162346535963387
394,0.162520296743376
393,0.162879251179204
392,0.163272619365498
391,0.163639931303511
390,0.163818249357299
389,0.164365019253564
388,0.164949451839566
387,0.165111460651839
386,0.165377695138745
385,0.165846027486164
384,0.166215409450044
383,0.166568657243472
382,0.166836927115253
381,0.167240365759395
380,0.167351320989189
379,0.167911438193955
378,0.168179852756713
377,0.168491432305919
376,0.168850508420643
375,0.169277572007533
374,0.169537882505639
373,0.169949122316208
372,0.170160346384413
371,0.170407773054234
370,0.17074078399975
369,0.171022159827301
368,0.171329833078547
367,0.171580309630648
366,0.171987065431013
365,0.172046996068743
364,0.172272213779395
363,0.172624376918036
362,0.172765383822704
361,0.172991976854859
360,0.173233500447482
359,0.173384236345563
358,0.173564362390198
357,0.173836719572864
356,0.173811457658869
355,0.174144345235793
354,0.174344122981017
353,0.174778135489599
352,0.174816190784889
351,0.17531501173869
350,0.175557792279776
