Sample 1,,nr-poly-1day,,exp1,,exp2,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
782,0.12395473578801,782,0.320077343142097,782,0.132372982443285,782,0.160300058908276
781,0.125611740741606,781,0.325928643002151,781,0.130170685160928,781,0.15782941933739
780,0.125564972550957,780,0.331586318219117,780,0.127457830205499,780,0.155631639832154
779,0.127121498759506,779,0.336341138594445,779,0.125955691740577,779,0.153015470403756
778,0.128366379458933,778,0.341381520015323,778,0.123445718196734,778,0.150270896600255
777,0.129965956546927,777,0.347687218661143,777,0.122097110924088,777,0.148813640656171
776,0.130525224482644,776,0.352706410038029,776,0.119198130133804,776,0.146109978002155
775,0.130896429120064,775,0.35758405988253,775,0.117647191819982,775,0.143988996107307
774,0.132548465215122,774,0.36304530286825,774,0.115535058301836,774,0.141723746546484
773,0.132890046921218,773,0.369097630283573,773,0.113657802307789,773,0.139880225903057
772,0.134419156529967,772,0.375249407933838,772,0.112534009788347,772,0.13785376666209
771,0.134923654229274,771,0.378785930566316,771,0.109996850166977,771,0.134936863117836
770,0.136439290988247,770,0.384461699529755,770,0.108420849776319,770,0.133099675864082
769,0.137411421094372,769,0.390757891685504,769,0.106580713318197,769,0.130810393883954
768,0.138568505428853,768,0.395068569265267,768,0.104887167664124,768,0.128974518484192
767,0.138725809743643,767,0.400095853357031,767,0.102455313857903,767,0.126824735722909
766,0.140137863190656,766,0.404810484325919,766,0.101028255014404,766,0.124849421944894
765,0.141072607041972,765,0.409188999489612,765,0.099531641980443,765,0.12264011634107
764,0.141364717590665,764,0.413388511800961,764,0.0978827897213122,764,0.120841257094579
763,0.142570676394097,763,0.418000171593875,763,0.0963649313922748,763,0.119168872373314
762,0.143524545759315,762,0.42284537234761,762,0.094743038933106,762,0.116667330741
761,0.144310141402669,761,0.426733144216856,761,0.0922402003854559,761,0.114711418025128
760,0.144756827759202,760,0.430242828770045,760,0.0911775707030693,760,0.112812570861755
759,0.146385806976581,759,0.43516935982567,759,0.0892894175066375,759,0.110736122715725
758,0.146489238151508,758,0.437840084948333,758,0.0884907398624979,758,0.109128986194019
757,0.147687999228597,757,0.443239972854078,757,0.0871124039812828,757,0.107396057141294
756,0.147993948718068,756,0.445316932475152,756,0.0853286261610237,756,0.105414870798752
755,0.149020885103558,755,0.447976119769264,755,0.0830492059372234,755,0.103425206594079
754,0.150148564505273,754,0.451489213480789,754,0.0831096043512468,754,0.101643590861494
753,0.150392677595413,753,0.453775588121768,753,0.0807940335502303,753,0.0998633247579305
752,0.150604924528307,752,0.456267981937809,752,0.0792617795842997,752,0.0980209635810432
751,0.151834870600673,751,0.458111697431445,751,0.0784285031957155,751,0.0964509674327501
750,0.153514737434647,750,0.461461684795265,750,0.0777157488866358,750,0.0960500207030679
749,0.153014697191385,749,0.462788000111478,749,0.0755820439914795,749,0.0929985077518737
748,0.154128961105571,748,0.464855530257135,748,0.0750401826493889,748,0.0919826810452037
747,0.154704539301736,747,0.465295966639328,747,0.0730235434478308,747,0.0892606761083798
746,0.155796545696348,746,0.46595008041418,746,0.072389255776336,746,0.0887948157738289
745,0.156159625914911,745,0.466896464493288,745,0.0711427547725724,745,0.0871609357863604
744,0.156614701672901,744,0.467192042331908,744,0.0697673609593676,744,0.0864071222541626
743,0.157674569862025,743,0.468203976872755,743,0.0688453029313491,743,0.0844655587362285
742,0.158589092770872,742,0.468116380013429,742,0.0679179037680697,742,0.0832520926330211
741,0.15880538447407,741,0.467365704168016,741,0.0665220145456066,741,0.0815693295797282
740,0.160189991999357,740,0.466997851087693,740,0.0655293246866482,740,0.0806666871025067
739,0.161010398949112,739,0.466644105949843,739,0.065252234912659,739,0.0795491689801105
738,0.162023468570753,738,0.464775927753394,738,0.0643364012177016,738,0.0783978980276623
737,0.162894204637713,737,0.46413624075533,737,0.0632191396865051,737,0.0772058828776092
736,0.163455651911057,736,0.462047745412321,736,0.062563063162365,736,0.0762749174123481
735,0.164205177631268,735,0.460223318647427,735,0.0608696846962924,735,0.0743989817065515
734,0.165295497234492,734,0.457967331420883,734,0.0602571715964892,734,0.0736632367924262
733,0.166615345569126,733,0.455551716755577,733,0.0594631022050284,733,0.0731668347468956
732,0.167675369004018,732,0.45244290477243,732,0.0586746599317657,732,0.0721983491035115
731,0.167781749965075,731,0.449372834737426,731,0.0582047965800083,731,0.0706709109321993
730,0.16893196881511,730,0.446205510078039,730,0.0567854744109027,730,0.0696597686470897
729,0.170297911699653,729,0.443384769861829,729,0.0564980146116101,729,0.0694381334869133
728,0.171102646736175,728,0.439974259367768,728,0.055713136973854,728,0.068419308484842
727,0.172039033049314,727,0.436470155251211,727,0.0549118736959532,727,0.0675129265101795
726,0.173558185844313,726,0.432243527269274,726,0.0543227193968647,726,0.0670052570255115
725,0.174257774622404,725,0.428150765964938,725,0.0537093750291534,725,0.0662817708042199
724,0.175327027384798,724,0.42448369384633,724,0.052853876322331,724,0.0657309036033564
723,0.176616569952108,723,0.420470131365288,723,0.0524001948820155,723,0.0647963905840175
722,0.177977843139793,722,0.41565973882709,722,0.0518437195316988,722,0.0641738770267039
721,0.178732602801082,721,0.410809408886248,721,0.0515110389682085,721,0.0636521698491812
720,0.180322794135301,720,0.406593809116953,720,0.0506186096869146,720,0.0630114803721403
719,0.181535813461414,719,0.401475851663711,719,0.0499195105116089,719,0.0624827074853543
718,0.183007095824959,718,0.39607784836812,718,0.0497640046589216,718,0.0620806442823099
717,0.184084727880077,717,0.391601355289713,717,0.0492155914668418,717,0.0616383776356933
716,0.185575400647611,716,0.386891462699134,716,0.0485540604442886,716,0.0608164103900105
715,0.186409174716193,715,0.381122420026319,715,0.0477202617400796,715,0.0605801346876411
714,0.187598626985854,714,0.376131565565183,714,0.0473351514458284,714,0.0601776576640742
713,0.189383631184124,713,0.370267554945737,713,0.046998867273118,713,0.0599129936557199
712,0.190715699847825,712,0.36506969726005,712,0.04663367619573,712,0.0593446184507043
711,0.191840314434358,711,0.360104495870652,711,0.0461261020683156,711,0.0591876001193383
710,0.193414300959151,710,0.354395599097328,710,0.0454151081768232,710,0.0590717123825254
709,0.19485419709494,709,0.348256823289475,709,0.0450215263980944,709,0.0585331676841729
708,0.196042359828316,708,0.34361510970425,708,0.0449713955426631,708,0.0583487577806823
707,0.19736070524274,707,0.337913519571201,707,0.0446011347684333,707,0.0580950297402842
706,0.198749945189806,706,0.332547962305245,706,0.0442924715370624,706,0.0581263973188232
705,0.200501126311993,705,0.326897003968141,705,0.0437568749998662,705,0.0578224343673193
704,0.201568303130966,704,0.320803283713593,704,0.0434517005970194,704,0.0577915322889882
703,0.202741972759054,703,0.315520326961617,703,0.0431809924207094,703,0.0574818936493442
702,0.204124538610246,702,0.309877956981603,702,0.0430162190634139,702,0.0575582260429093
701,0.205590514512401,701,0.304202568760667,701,0.0425966781002231,701,0.0571893660708995
700,0.207182483055909,700,0.299294603467359,700,0.0425574472057192,700,0.0576892901764068
699,0.208116177734699,699,0.294353454346127,699,0.0424146298608432,699,0.0576526922860971
698,0.209520766960608,698,0.289308870757431,698,0.0419502202270172,698,0.0573940821874016
697,0.210850614939468,697,0.283671924827311,697,0.0416364544193731,697,0.0570228820212537
696,0.21207359193914,696,0.278498988737572,696,0.0414576560325326,696,0.0575233532113428
695,0.213572408173079,695,0.273841981391651,695,0.0412381967055072,695,0.0575946386315957
694,0.215356377757403,694,0.268578369491499,694,0.041361835356902,694,0.0578569171767037
693,0.216633602590556,693,0.263740345385644,693,0.0412296574580876,693,0.0582616885589948
692,0.217485426188121,692,0.258306403370832,692,0.0407582100500052,692,0.0580660315415686
691,0.218860792303103,691,0.253682649902131,691,0.0408299524244962,691,0.0581886657152986
690,0.220121479057915,690,0.248855846397924,690,0.0406214120199964,690,0.0582406418022668
689,0.221313826390148,689,0.243934044387856,689,0.0405075602346787,689,0.0587114625801438
688,0.222700179342424,688,0.239552324148338,688,0.0403028669429405,688,0.0587544918531671
687,0.223840602040872,687,0.234960931497172,687,0.0404844297456288,687,0.0589584054426008
686,0.225192535134967,686,0.230730061491795,686,0.0402364937351124,686,0.0592711165975245
685,0.226708603506279,685,0.226273014190113,685,0.0404924144558113,685,0.0600024453621246
684,0.228005439847677,684,0.221699482262981,684,0.0402976123826021,684,0.0601133494516054
683,0.228858970749008,683,0.217289635838138,683,0.0401802960270169,683,0.0604245433573852
682,0.230733408137535,682,0.213586546250624,682,0.0400904061727741,682,0.0609473297783368
681,0.231798554384784,681,0.209222956998319,681,0.0402867626267441,681,0.0613726135156713
680,0.233413571809992,680,0.205910587686195,680,0.0402748622900009,680,0.0617810644054524
679,0.234321274261398,679,0.201539605162931,679,0.0400702786191251,679,0.0619898081047667
678,0.236078101049406,678,0.198090958256329,678,0.0403389405059444,678,0.0625609404812021
677,0.237324747543145,677,0.193734337354086,677,0.0400983268622077,677,0.0630306346351649
676,0.238483658885696,676,0.190224876034573,676,0.0402408103833082,676,0.0634009268179005
675,0.240092593860609,675,0.186837031000639,675,0.0404362972716575,675,0.0642521151531682
674,0.240862993387526,674,0.183293929302753,674,0.0404053577836556,674,0.0648710440066553
673,0.242231072543631,673,0.179912977679434,673,0.0404533731763656,673,0.0652658024172088
672,0.243946437126853,672,0.176574391597462,672,0.0406353684485835,672,0.0660717380748245
671,0.245080074086935,671,0.173102444793825,671,0.0407635839195148,671,0.0667086306913596
670,0.246772161107659,670,0.170165555527353,670,0.0408722128929904,670,0.0672499510774818
669,0.247884667988984,669,0.16722533799551,669,0.0412762837934678,669,0.0681762868908879
668,0.249447265989815,668,0.164097931567484,668,0.0413530659023339,668,0.0688279833589037
667,0.250741612144588,667,0.161137330221275,667,0.0415157567223681,667,0.0694684174598261
666,0.252392343126639,666,0.158308648477276,666,0.041765336309573,666,0.0702893795405788
665,0.253615339619842,665,0.155470314242561,665,0.0419554663091018,665,0.0711461700571772
664,0.255122102610486,664,0.152709385919581,664,0.0421748605921735,664,0.0718933600047742
663,0.256763322945905,663,0.150069271913989,663,0.0427714899530691,663,0.0729210814868421
662,0.25825474599877,662,0.147439221734017,662,0.0425310097516345,662,0.0735319848336216
661,0.259695901463973,661,0.144762210583485,661,0.0429978131532152,661,0.0746769292993517
660,0.26134276541672,660,0.142404895051283,660,0.0432750418804554,660,0.0756148236539259
659,0.262635668463622,659,0.140328885002547,659,0.0435295550727274,659,0.0763786367426355
658,0.26455946678872,658,0.13801209275636,658,0.0439551257063134,658,0.0774438943673899
657,0.2660488617391,657,0.135528708487772,657,0.0441710621875511,657,0.0783824877310855
656,0.267850770338044,656,0.133400864910928,656,0.0443797088855792,656,0.079508350399301
655,0.269619682074558,655,0.131132895124424,655,0.0449112231885445,655,0.0807261627543214
654,0.271123952977504,654,0.129062037480353,654,0.045211478938067,654,0.0816902549365437
653,0.272812048035214,653,0.126874101255052,653,0.045692274322253,653,0.0829707976942578
652,0.274675378820195,652,0.124960343300664,652,0.0460580558544031,652,0.0842207777092496
651,0.27617734584542,651,0.123019174403846,651,0.0465670488354537,651,0.0852613345937217
650,0.278052944042286,650,0.121363352277514,650,0.0470123667172358,650,0.0864629037462977
649,0.279900874545487,649,0.119229161181433,649,0.0474808669379101,649,0.0878024826647133
648,0.281464654144756,648,0.11737891126332,648,0.0478363094043742,648,0.0888464898380775
647,0.283347569129961,647,0.115828428471165,647,0.048511451087243,647,0.0903952107077103
646,0.28541639649275,646,0.11406521465532,646,0.0488515450507134,646,0.0915956492900445
645,0.287162788796728,645,0.112317042521754,645,0.049420527139679,645,0.0929834042978286
644,0.288849828391835,644,0.110844866865468,644,0.0500700755707581,644,0.0943956820242452
643,0.290793575118211,643,0.109326053072742,643,0.0504650921739614,643,0.0958167631832653
642,0.292389025471845,642,0.107664674086725,642,0.0511028695271673,642,0.0971827361107028
641,0.293861857211607,641,0.10623473782942,641,0.0518475405695609,641,0.0987092438735025
640,0.295425502856864,640,0.104871941659913,640,0.0524126073958782,640,0.10025998313666
639,0.29711068528762,639,0.103382376818548,639,0.0529435232199939,639,0.101817130340172
638,0.298677648468668,638,0.102033104523035,638,0.0535890240148631,638,0.103268031500961
637,0.301002402098369,637,0.10089610948524,637,0.054329906548582,637,0.105015291574223
636,0.302362187297252,636,0.099519564845236,636,0.0550344136596822,636,0.106717380271237
635,0.304414616454512,635,0.0981704419423816,635,0.0557952520334654,635,0.108370614136467
634,0.306149073099336,634,0.097132132579062,634,0.0568154198651028,634,0.110096570176868
633,0.307824770426894,633,0.0957142986243439,633,0.0574567479744561,633,0.111850075628627
632,0.309635289253793,632,0.0945800269079883,632,0.0582681419179747,632,0.113644283402942
631,0.311399937033685,631,0.0935101548099155,631,0.0589180834887673,631,0.115299539316952
630,0.313144313430512,630,0.0925568444749937,630,0.0597680972160285,630,0.117181818634473
629,0.314822662415652,629,0.0910541665485783,629,0.0607276542466518,629,0.118920482215749
628,0.316950524190543,628,0.0905697651974762,628,0.0616730454334903,628,0.121157634590491
627,0.318948320553872,627,0.0896144166532904,627,0.0625474273176213,627,0.123004055207515
626,0.320510114058981,626,0.0886595776147341,626,0.0634062887468406,626,0.124671882504584
625,0.322236716340027,625,0.0875415954562067,625,0.0645623853874415,625,0.126926211552494
624,0.324381202207141,624,0.0867476083269339,624,0.0657541235547848,624,0.129035975043538
623,0.326668365568822,623,0.0858015363120672,623,0.0666368898679715,623,0.131039812395815
622,0.328915824618072,622,0.0849575812117781,622,0.0679146651146317,622,0.133289033641091
621,0.33071204793922,621,0.0843377599812026,621,0.0690251215063537,621,0.135486553564649
620,0.332750310097635,620,0.083477473168433,620,0.070191637711995,620,0.137531815858798
619,0.334944286572228,619,0.082453319999471,619,0.0713723399648962,619,0.139929847609781
618,0.337226263370351,618,0.0820508879733374,618,0.072911865382472,618,0.142417435151504
617,0.33903884081599,617,0.0815378776360399,617,0.0742803457470238,617,0.144973530118005
616,0.341304829552614,616,0.0806128605547652,616,0.0756975540100052,616,0.147414177351018
615,0.343406238704845,615,0.080128161239232,615,0.0768365197755932,615,0.149773332668415
614,0.345851119451512,614,0.0791855431396248,614,0.0781524525230693,614,0.151955511614712
613,0.347713130264426,613,0.0788382061040332,613,0.0800111245839424,613,0.154809305499523
612,0.350223205789189,612,0.0780100163975694,612,0.0816612622706989,612,0.157240578416348
611,0.352509995502004,611,0.0776964312009684,611,0.0834219796866311,611,0.160091404719648
610,0.354180982348471,610,0.077034391331614,610,0.0849945707030015,610,0.162552287140613
609,0.356337259096926,609,0.07671252131242,609,0.0865406497017605,609,0.165175599528751
608,0.358667878210265,608,0.0760795504456335,608,0.0884587509340304,608,0.168121787662025
607,0.361341443730368,607,0.0756913294275179,607,0.0906558089112765,607,0.17104894875883
606,0.363671306299959,606,0.0751375754843924,606,0.0926900653720147,606,0.174142760372434
605,0.365713799259073,605,0.0747125922411854,605,0.0945276018024092,605,0.176728352685351
604,0.367928070634468,604,0.0745832357999883,604,0.0966095097176924,604,0.179650877594661
603,0.370251494795021,603,0.0740292344185607,603,0.0986964098054497,603,0.182352642779298
602,0.372948984721252,602,0.0736753826703282,602,0.101052330341474,602,0.185680542190084
601,0.375292128039433,601,0.0735121471590308,601,0.103495832396365,601,0.188887031431787
600,0.377419650762038,600,0.0730062401949464,600,0.105930727907228,600,0.191847602074989
599,0.379871150448401,599,0.0728242456143442,599,0.108450821159649,599,0.195046333532245
598,0.382445397962992,598,0.0725331026976605,598,0.111225067285645,598,0.19824730614016
597,0.384429610564843,597,0.0723521012805747,597,0.113411400589152,597,0.201047958169378
596,0.386650244578948,596,0.0720667750872578,596,0.116055712852335,596,0.2038772608216
595,0.389274500565324,595,0.0719887663944788,595,0.11921304928501,595,0.207323195852375
594,0.391825526382305,594,0.0718050597988915,594,0.12192610842119,594,0.210298953917764
593,0.393811269465946,593,0.0715454860422306,593,0.124857910879516,593,0.213481918445917
592,0.396391226894246,592,0.0714382152237671,592,0.128249750598416,592,0.216747221872355
591,0.399128887929653,591,0.0712962861494722,591,0.131411457316135,591,0.219736577289321
590,0.401130554858753,590,0.0713107454163213,590,0.134905289597243,590,0.222772505717352
589,0.403364949993755,589,0.0711862711666764,589,0.137903512960354,589,0.225458172271879
588,0.406276381595953,588,0.0713016549349827,588,0.141648165150983,588,0.228913430068639
587,0.408738521050427,587,0.0710587533246657,587,0.145337979822807,587,0.231738126665411
586,0.411284830809468,586,0.0710777780007282,586,0.149078348936413,586,0.234717683201668
585,0.413722020460298,585,0.0711140308524134,585,0.152992311449139,585,0.237866951717238
584,0.416600823502795,584,0.0710142437166606,584,0.156789675013129,584,0.240374079096779
583,0.419416554143474,583,0.0712039290270813,583,0.160908888134327,583,0.243099823471469
582,0.422174833870772,582,0.0713311844417019,582,0.164796393900253,582,0.246342780807272
581,0.425000538098461,581,0.0714124924769096,581,0.169468545444037,581,0.249180515206809
580,0.427373468902192,580,0.0718522772536922,580,0.173584012111043,580,0.252041353654322
579,0.430549355804114,579,0.0719265039410593,579,0.177957720641518,579,0.254410033960217
578,0.433574526928193,578,0.071824330986083,578,0.182564903756776,578,0.257051803361858
577,0.436432640575089,577,0.0723427137752065,577,0.18685239472238,577,0.259217022268807
576,0.439397928133784,576,0.0724417973530285,576,0.191691447857776,576,0.261717529697369
575,0.442062198561064,575,0.0726907375293716,575,0.196414872522823,575,0.264450139088545
574,0.445175638583696,574,0.0729303896445846,574,0.201057129277681,574,0.266552792205146
573,0.448144588437838,573,0.0731943160570587,573,0.205933628419027,573,0.268634729230927
572,0.451338066975765,572,0.0738120472081203,572,0.210149210400609,572,0.270755810233054
571,0.45425782019026,571,0.074022051417746,571,0.215097993173965,571,0.272899772100783
570,0.457500300886236,570,0.0746322010424511,570,0.219831042284147,570,0.275043544540155
569,0.460352708528898,569,0.0747121925540591,569,0.22447966725185,569,0.276967236697691
568,0.463657450693075,568,0.0753664807692434,568,0.229597822780309,568,0.279207145005289
567,0.466675263687906,567,0.075674505012405,567,0.234483498771594,567,0.280495162717211
566,0.469591677716266,566,0.0761312448846864,566,0.239060797534942,566,0.282525855804297
565,0.472561159009482,565,0.0767284593412213,565,0.243856745284266,565,0.284051733250676
564,0.476240214054437,564,0.0773267745576684,564,0.248542935424385,564,0.285604725112273
563,0.479624757040125,563,0.0779473493865976,563,0.252789618870083,563,0.287544910941617
562,0.48275623248459,562,0.0786186942810736,562,0.257577903323232,562,0.288912707753098
561,0.485901813810014,561,0.0794582728269417,561,0.261666978159255,561,0.289637307634694
560,0.489266397459197,560,0.0801294064795983,560,0.266733401249464,560,0.291797912991381
559,0.492139550209902,559,0.0809162713807465,559,0.270703954284989,559,0.292811386190443
558,0.49576010758379,558,0.0816089054202781,558,0.274617596418156,558,0.293630467278766
557,0.499067529919864,557,0.0820541712406582,557,0.278652574592653,557,0.293878968160944
556,0.502329509790747,556,0.0830942767139499,556,0.282679234826037,556,0.294953418272836
555,0.505911734879734,555,0.0839011072931351,555,0.286637537331056,555,0.296167305997642
554,0.509056855097277,554,0.0846849950052774,554,0.29068699521881,554,0.296283074433778
553,0.512217046018086,553,0.0855168206642514,553,0.294020312051407,553,0.296891865527658
552,0.515706558353754,552,0.086218857347438,552,0.297441483695808,552,0.297354923109715
551,0.519024077757117,551,0.0873818334985443,551,0.30067695104877,551,0.297485386672297
550,0.523179497657753,550,0.0884949290633291,550,0.303709547468479,550,0.298032260667595
549,0.526308101448611,549,0.089440150227534,549,0.306868716347244,549,0.297675375964383
548,0.530659529835204,548,0.0905642166327763,548,0.310054470142759,548,0.297535867743284
547,0.534217214760012,547,0.0915441584639609,547,0.312174737150087,547,0.297533402610668
546,0.537619688825888,546,0.0927043895320978,546,0.314730323526493,546,0.297321094212655
545,0.541745891986234,545,0.0937204622853625,545,0.316899641658275,545,0.296699040590596
544,0.545622843282966,544,0.0948970938806626,544,0.319033789952292,544,0.296038926680214
543,0.549342591342045,543,0.0961989513312949,543,0.321223816375981,543,0.295219177280981
542,0.553485478517403,542,0.0973081209971707,542,0.322911882166545,542,0.29462527407911
541,0.556424575440332,541,0.0982455736773761,541,0.324024029743744,541,0.293575501655735
540,0.561004227393455,540,0.0995051768907422,540,0.32578014253801,540,0.292803410441664
539,0.56481681042662,539,0.10089219080514,539,0.326978501286447,539,0.291275128509182
538,0.569155734582227,538,0.102271756815276,538,0.328012475466113,538,0.289991581954801
537,0.572897658503527,537,0.103493795584488,537,0.328968465997096,537,0.288831051933093
536,0.576156692437571,536,0.10466637695164,536,0.329555185165651,536,0.287342043837337
535,0.581073162788757,535,0.106141321112213,535,0.330002379552738,535,0.285602026990471
534,0.584760373037346,534,0.107574796078285,534,0.330373422623184,534,0.28417452540404
533,0.588349565870808,533,0.108562816804327,533,0.330374281181828,533,0.282723705518808
532,0.59230249183566,532,0.109894285844973,532,0.330208361638709,532,0.280919206495271
531,0.596134351637558,531,0.111310820494348,531,0.32973523553592,531,0.27875481500644
530,0.600821510386383,530,0.11259818177445,530,0.32904844783346,530,0.276672860001201
529,0.604189535860531,529,0.113698294281893,529,0.328582485372352,529,0.275052468621322
528,0.607560028101042,528,0.114994044589781,528,0.327989035081411,528,0.2734077845958
527,0.612302934655146,527,0.116325477910089,527,0.326849887580127,527,0.270925181865951
526,0.616805112523452,526,0.117708661477293,526,0.325647171099782,526,0.269140708763157
525,0.620324317437413,525,0.118855675585815,525,0.324373335297241,525,0.266853833068659
524,0.625180821994954,524,0.119916704610108,524,0.322682039300085,524,0.264663965432728
523,0.629963707145587,523,0.1212283636512,523,0.32111847558192,523,0.262172379795324
522,0.634620550236523,522,0.122513619763946,522,0.31937294654993,522,0.260155235034999
521,0.639526847627223,521,0.123311696989075,521,0.31738731192936,521,0.257565162284024
520,0.644585177061973,520,0.124631216662496,520,0.315267077381478,520,0.255267126032401
519,0.649007633758622,519,0.125232175512644,519,0.313233653308385,519,0.253086087407458
518,0.653624895009555,518,0.125873742639764,518,0.310983879275328,518,0.250750004456403
517,0.65853041131554,517,0.126752985439489,517,0.30853927040675,517,0.24814301492902
516,0.663820822510933,516,0.12745054003148,516,0.306020223174657,516,0.245788484431022
515,0.66907575959879,515,0.127885039747396,515,0.303398511259318,515,0.243252307917874
514,0.673971771106737,514,0.128272287823412,514,0.300488488309187,514,0.240497866122001
513,0.679056550484719,513,0.128601262685413,513,0.297699624968899,513,0.237890856487621
512,0.684461985504632,512,0.128720353508342,512,0.294882103651269,512,0.235615693454677
511,0.68941593157404,511,0.128831153657001,511,0.292024220864624,511,0.233058768792004
510,0.694726152106863,510,0.128989428913844,510,0.289100292356376,510,0.230724689298612
509,0.700121150348622,509,0.128705452313711,509,0.28617310324834,509,0.227994893996826
508,0.705302346888347,508,0.128378903357961,508,0.282988638728882,508,0.225505375959475
507,0.710463530416116,507,0.127841292240198,507,0.279681337299524,507,0.22290465242355
506,0.715817853340402,506,0.127321732426731,506,0.276748051040207,506,0.220420452427959
505,0.721166880545517,505,0.126862522038028,505,0.273368580979249,505,0.217902238925895
504,0.726497347396329,504,0.126245283744785,504,0.270249297034652,504,0.215598713130046
503,0.731581374546809,503,0.125343540149477,503,0.267141004139737,503,0.213045141157729
502,0.736742565638445,502,0.124362793474277,502,0.263602202001959,502,0.210373445869005
501,0.742417806853666,501,0.123421503965493,501,0.260564961717748,501,0.208022638480084
500,0.747167636926842,500,0.122367602371436,500,0.257359390065437,500,0.205535910696606
499,0.752149231322229,499,0.121374306542013,499,0.254158436395929,499,0.203117138585284
498,0.758074000225261,498,0.120339561808522,498,0.251025934370774,498,0.200926325643524
497,0.762812665914857,497,0.119495485781026,497,0.248371613756692,497,0.198918357537526
496,0.767908673479654,496,0.118621172747799,496,0.245329152297725,496,0.196799759529746
495,0.773634652119111,495,0.117511962047836,495,0.242320610143011,495,0.194724478053842
494,0.778964105204397,494,0.116421720567439,494,0.239405041343828,494,0.192624981204193
493,0.784396483351876,493,0.11551546905798,493,0.23656871625369,493,0.190678233356367
492,0.788727261528159,492,0.114875252256124,492,0.234408973664715,492,0.189251733395313
491,0.793027037152058,491,0.114057741932594,491,0.232153875197083,491,0.187519090541238
490,0.798927074978433,490,0.113198496242532,490,0.229409666385638,490,0.185626837044117
489,0.803744258502302,489,0.112483229061866,489,0.227068646472942,489,0.18409062090609
488,0.807964215994684,488,0.111893815705078,488,0.225127716156246,488,0.182951037830046
487,0.812226630646984,487,0.111405155202607,487,0.223218835215211,487,0.181749012985797
486,0.817366303298011,486,0.110675798994836,486,0.22104442402107,486,0.180293349076638
485,0.822510502932044,485,0.110266814121314,485,0.218987467904166,485,0.17886165639906
484,0.826043861010853,484,0.109855847136331,484,0.217592304745974,484,0.177958227592235
483,0.829828014640215,483,0.109604429217437,483,0.216265663121658,483,0.177278665260124
482,0.834232775653586,482,0.109143330443955,482,0.214576296487523,482,0.176323544186002
481,0.838257360926353,481,0.108836579941632,481,0.212924371062024,481,0.175372379754105
480,0.84209063252646,480,0.108449026805765,480,0.211547213463469,480,0.174489364605753
479,0.84569680674563,479,0.108401678479437,479,0.210426938383234,479,0.173809217376575
478,0.849291093037432,478,0.108271023877442,478,0.209112797264606,478,0.173171863109814
477,0.852229924874682,477,0.108194038121704,477,0.207887840303956,477,0.172510140962235
476,0.85490228960029,476,0.107955893813137,476,0.206969602399748,476,0.171895492927171
475,0.858038633673197,475,0.108004089816202,475,0.206037659653039,475,0.171592952537679
474,0.860611722053922,474,0.107770030811319,474,0.204925721118167,474,0.17097234755411
473,0.86297997537007,473,0.107914772113692,473,0.204282659835931,473,0.17066557926391
472,0.865090325572806,472,0.107960706534492,472,0.203415131245552,472,0.170268410593411
471,0.866906068237801,471,0.108063744755677,471,0.202753945962793,471,0.170015090085499
470,0.869096330042196,470,0.10805066445155,470,0.201973941903638,470,0.169530539060498
469,0.870811979940442,469,0.108301549618325,469,0.201433311564304,469,0.169527249849292
468,0.872668940722736,468,0.108380248828666,468,0.20077476442237,468,0.169301501213351
467,0.874218209331218,467,0.108378986339588,467,0.20024551675573,467,0.169114689671593
466,0.875791353016966,466,0.108572921095854,466,0.199761154261146,466,0.168915087346997
465,0.877674216975575,465,0.108714904602409,465,0.199415751463644,465,0.168845773265189
464,0.879060536690066,464,0.108936765714945,464,0.199067757447291,464,0.168751271887406
463,0.880511646848303,463,0.109111780375345,463,0.198677747554893,463,0.16868137319013
462,0.882859793280947,462,0.109320525992205,462,0.198240604945728,462,0.16870061234296
461,0.884908646141635,461,0.109491565119986,461,0.198004208850153,461,0.168707216455005
460,0.886435211731509,460,0.109625319621036,460,0.197720393113458,460,0.168705613135335
459,0.888603230085612,459,0.109791812402361,459,0.197503329062272,459,0.168699238089492
458,0.890862703923617,458,0.110013290719354,458,0.197371266853685,458,0.168752684483879
457,0.893667479352714,457,0.110333755650426,457,0.197238307161966,457,0.168779639232018
456,0.895840835310105,456,0.110571905518635,456,0.197018142701411,456,0.168803388285951
455,0.898521668756041,455,0.110755631182548,455,0.196857226714476,455,0.16895160103091
454,0.901491367968675,454,0.111030011706899,454,0.196869242430779,454,0.169077474548979
453,0.903965919008669,453,0.111252356641589,453,0.196705572150444,453,0.169082670719519
452,0.907105076269274,452,0.111653098933171,452,0.196706834362466,452,0.16930501807677
451,0.909795239390357,451,0.111819165505369,451,0.196576723677443,451,0.16931449845915
450,0.913163365916621,450,0.112074080680003,450,0.196570048210504,450,0.169477608733245
449,0.915787421752558,449,0.112366160857289,449,0.196623210566757,449,0.169694074860125
448,0.918829620961213,448,0.112568526630637,448,0.196506392204809,448,0.169804127989767
447,0.921756388756713,447,0.11288601565723,447,0.196596058688116,447,0.170080263676009
446,0.92438723102068,446,0.113196614977435,446,0.196522997219843,446,0.170142727687524
445,0.926841337324805,445,0.113462760569623,445,0.196586370722537,445,0.170229219366112
444,0.930289467475918,444,0.113882775600081,444,0.196702233413748,444,0.170482588179732
