seeds-21-09-2023,,
Wavelength (nm),Abs,
322,1.12120535918885,
321,1.13077002372747,
320,1.14123286368696,
319,1.15137864755347,
318,1.16248967285017,
317,1.17388872550129,
316,1.18454518839675,
315,1.19424814374714,
314,1.20495298902242,
313,1.21588685894345,
312,1.22609258782402,
311,1.23655450162692,
310,1.24673482123473,
309,1.25573753330837,
308,1.26594151633448,
307,1.27594639046124,
306,1.28504614058952,
305,1.29532999866814,
304,1.30443354407052,
303,1.31275213824171,
302,1.32391783708711,
301,1.3321811689493,
300,1.34283147021991,

seeds-21-09-2023,
